Posição;Código IBGE;Município;Unidade federativa;População
3632º;2931400;Teodoro Sampaio; Bahia;7 359
3633º;3130606;Inconfidentes; Minas Gerais;7 358
3634º;2502003;Belém do Brejo do Cruz; Paraíba;7 349
3635º;3130655;Indaiabira; Minas Gerais;7 339
3636º;3166303;Sericita; Minas Gerais;7 333
3637º;3302304;Laje do Muriaé; Rio de Janeiro;7 326
3638º;2206704;Nazaré do Piauí; Piauí;7 322
3639º;2707909;Santa Luzia do Norte; Alagoas;7 320
3640º;4216404;São João do Sul; Santa Catarina;7 315
3641º;4213807;Praia Grande; Santa Catarina;7 312
3642º;2202174;Campo Largo do Piauí; Piauí;7 311
3643º;2701902;Chã Preta; Alagoas;7 311
3644º;3526605;Lavrinhas; São Paulo;7 311
3645º;4311759;Manoel Viana; Rio Grande do Sul;7 307
3646º;2901957;Apuarema; Bahia;7 302
3647º;3512902;Cosmorama; São Paulo;7 298
3648º;3160454;Santo Antônio do Retiro; Minas Gerais;7 297
3649º;4112959;Juranda; Paraná;7 292
3650º;2510006;Nazarezinho; Paraíba;7 286
3651º;2914208;Irajuba; Bahia;7 279
3652º;1706100;Cristalândia; Tocantins;7 278
3653º;4211801;Ouro; Santa Catarina;7 272
3654º;3159357;Santa Rita de Minas; Minas Gerais;7 268
3655º;4305900;Coronel Bicaco; Rio Grande do Sul;7 268
3656º;5001508;Bandeirantes; Mato Grosso do Sul;7 266
3657º;2508505;Livramento; Paraíba;7 265
3658º;4309902;Ibiraiaras; Rio Grande do Sul;7 265
3659º;5004908;Jaraguari; Mato Grosso do Sul;7 265
3660º;5211305;Itarumã; Goiás;7 259
3661º;3121407;Desterro de Entre Rios; Minas Gerais;7 255
3662º;5207253;Doverlândia; Goiás;7 247
3663º;3123809;Engenheiro Navarro; Minas Gerais;7 241
3664º;4113734;Luiziana; Paraná;7 240
3665º;2304277;Ereré; Ceará;7 225
3666º;1100072;Corumbiara; Rondônia;7 220
3667º;3305133;São José de Ubá; Rio de Janeiro;7 206
3668º;3154150;Reduto; Minas Gerais;7 201
3669º;2503555;Cacimbas; Paraíba;7 199
3670º;2615102;Terezinha; Pernambuco;7 198
3671º;3524501;Jaci; São Paulo;7 196
3672º;2507804;Junco do Seridó; Paraíba;7 195
3673º;3534203;Orindiúva; São Paulo;7 194
3674º;2503605;Caiçara; Paraíba;7 191
3675º;1707207;Dois Irmãos do Tocantins; Tocantins;7 185
3676º;4128609;Verê; Paraná;7 174
3677º;2705408;Monteirópolis; Alagoas;7 165
3678º;1701903;Araguacema; Tocantins;7 155
3679º;2400901;Antônio Martins; Rio Grande do Norte;7 154
3680º;4200408;Água Doce; Santa Catarina;7 152
3681º;4310504;Iraí; Rio Grande do Sul;7 141
3682º;3170750;Varjão de Minas; Minas Gerais;7 138
3683º;2502151;Boa Vista; Paraíba;7 136
3684º;3121209;Delfinópolis; Minas Gerais;7 131
3685º;3148756;Pedra Bonita; Minas Gerais;7 128
3686º;3165206;São Tomé das Letras; Minas Gerais;7 120
3687º;3138906;Machacalis; Minas Gerais;7 111
3688º;2200053;Acauã; Piauí;7 102
3689º;4218400;Treze de Maio; Santa Catarina;7 093
3690º;4300638;Amaral Ferrador; Rio Grande do Sul;7 085
3691º;4115002;Marilena; Paraná;7 084
3692º;3164308;São Roque de Minas; Minas Gerais;7 076
3693º;3158300;Santana da Vargem; Minas Gerais;7 073
3694º;2403202;Doutor Severiano; Rio Grande do Norte;7 072
3695º;1503002;Faro; Pará;7 070
3696º;2109239;Presidente Médici; Maranhão;7 070
3697º;5102686;Campos de Júlio; Mato Grosso;7 070
3698º;3532801;Nova Aliança; São Paulo;7 068
3699º;4103206;Bom Sucesso; Paraná;7 068
3700º;4209508;Laurentino; Santa Catarina;7 063
3701º;4313805;Palmitinho; Rio Grande do Sul;7 056
3702º;4108650;Goioxim; Paraná;7 053
3703º;3128808;Guidoval; Minas Gerais;7 051
3704º;3144359;Naque; Minas Gerais;7 051
3705º;3115706;Central de Minas; Minas Gerais;7 046
3706º;4113007;Jussara; Paraná;7 041
3707º;2203354;Dirceu Arcoverde; Piauí;7 029
3708º;2201408;Barro Duro; Piauí;7 027
3709º;2501203;Areial; Paraíba;7 027
3710º;3131604;Iraí de Minas; Minas Gerais;7 027
3711º;2515807;Serra Redonda; Paraíba;7 021
3712º;3157104;Salto da Divisa; Minas Gerais;7 012
3713º;2703502;Jacuípe; Alagoas;7 006
3714º;3100104;Abadia dos Dourados; Minas Gerais;7 006
3715º;2100550;Amapá do Maranhão; Maranhão;7 005
3716º;4210803;Meleiro; Santa Catarina;7 001
3717º;3165107;São Tomás de Aquino; Minas Gerais;7 000
3718º;3165404;Sapucaí-Mirim; Minas Gerais;6 989
3719º;3109451;Cabeceira Grande; Minas Gerais;6 988
3720º;4300208;Ajuricaba; Rio Grande do Sul;6 987
3721º;2513604;Santana dos Garrotes; Paraíba;6 986
3722º;2911501;Gongogi; Bahia;6 985
3723º;2106201;Luís Domingues; Maranhão;6 984
3724º;3101631;Alfredo Vasconcelos; Minas Gerais;6 981
3725º;1700400;Almas; Tocantins;6 979
3726º;3547908;Santo Antônio da Alegria; São Paulo;6 977
3727º;3554953;Tuiuti; São Paulo;6 977
3728º;2708204;São Brás; Alagoas;6 969
3729º;3118205;Conquista; Minas Gerais;6 969
3730º;2803708;Macambira; Sergipe;6 961
3731º;4201000;Anita Garibaldi; Santa Catarina;6 957
3732º;2701357;Campestre; Alagoas;6 954
3733º;4203402;Campo Belo do Sul; Santa Catarina;6 952
3734º;3130705;Indianópolis; Minas Gerais;6 951
3735º;3524204;Jaborandi; São Paulo;6 946
3736º;3163805;São Miguel do Anta; Minas Gerais;6 944
3737º;1707108;Divinópolis do Tocantins; Tocantins;6 943
3738º;3130556;Imbé de Minas; Minas Gerais;6 940
3739º;5100359;Alto Boa Vista; Mato Grosso;6 936
3740º;3103751;Araporã; Minas Gerais;6 931
3741º;2203404;Dom Expedito Lopes; Piauí;6 922
3742º;4318606;São José do Ouro; Rio Grande do Sul;6 922
3743º;4124608;São Carlos do Ivaí; Paraná;6 920
3744º;2925402;Potiraguá; Bahia;6 916
3745º;1101435;Nova União; Rondônia;6 895
3746º;2405108;Jandaíra; Rio Grande do Norte;6 893
3747º;1700301;Aguiarnópolis; Tocantins;6 892
3748º;4122701;Sabáudia; Paraná;6 891
3749º;3112406;Capetinga; Minas Gerais;6 890
3750º;5104542;Itanhangá; Mato Grosso;6 885
3751º;5220686;Simolândia; Goiás;6 879
3752º;2207207;Padre Marcos; Piauí;6 873
3753º;3122355;Divisa Alegre; Minas Gerais;6 868
3754º;3164605;São Sebastião do Oeste; Minas Gerais;6 863
3755º;3108107;Bonfim; Minas Gerais;6 860
3756º;4128708;Vitorino; Paraná;6 859
3757º;4107900;Floresta; Paraná;6 851
3758º;5106653;Pontal do Araguaia; Mato Grosso;6 843
3759º;4309654;Hulha Negra; Rio Grande do Sul;6 836
3760º;3138005;Laranjal; Minas Gerais;6 833
3761º;3548203;Santo Antônio do Pinhal; São Paulo;6 827
3762º;2915304;Itagimirim; Bahia;6 825
3763º;3502309;Anhembi; São Paulo;6 819
3764º;2201770;Boa Hora; Piauí;6 815
3765º;4307104;Herval; Rio Grande do Sul;6 814
3766º;2206670;Morro do Chapéu do Piauí; Piauí;6 811
3767º;2406205;Lagoa d'Anta; Rio Grande do Norte;6 811
3768º;2611533;Quixaba; Pernambuco;6 805
3769º;4307302;Erval Seco; Rio Grande do Sul;6 802
3770º;3117876;Confins; Minas Gerais;6 800
3771º;3116308;Cipotânea; Minas Gerais;6 799
3772º;4316303;Roque Gonzales; Rio Grande do Sul;6 797
3773º;3113602;Careaçu; Minas Gerais;6 792
3774º;3127305;Galileia; Minas Gerais;6 790
3775º;2111672;São Roberto; Maranhão;6 789
3776º;4121604;Renascença; Paraná;6 787
3777º;5005152;Juti; Mato Grosso do Sul;6 787
3778º;2200608;Angical do Piauí; Piauí;6 783
3779º;5215504;Ouvidor; Goiás;6 782
3780º;2205573;Lagoa de São Francisco; Piauí;6 777
3781º;2505204;Cuitegi; Paraíba;6 775
3782º;3117009;Comercinho; Minas Gerais;6 774
3783º;3149952;Periquito; Minas Gerais;6 773
3784º;3202009;Dores do Rio Preto; Espírito Santo;6 771
3785º;4305439;Chuí; Rio Grande do Sul;6 770
3786º;2210938;Sussuapara; Piauí;6 767
3787º;3169505;Tumiritinga; Minas Gerais;6 765
3788º;3120151;Crisólita; Minas Gerais;6 760
3789º;4305702;Condor; Rio Grande do Sul;6 759
3790º;1506906;Santarém Novo; Pará;6 753
3791º;5106182;Nova Lacerda; Mato Grosso;6 751
3792º;1713809;Palmeiras do Tocantins; Tocantins;6 745
3793º;4126207;Sapopema; Paraná;6 722
3794º;3138682;Luislândia; Minas Gerais;6 718
3795º;1200435;Santa Rosa do Purus; Acre;6 717
3796º;3524907;Jambeiro; São Paulo;6 717
3797º;4302204;Boa Vista do Buricá; Rio Grande do Sul;6 712
3798º;2700904;Belo Monte; Alagoas;6 710
3799º;5101852;Bom Jesus do Araguaia; Mato Grosso;6 706
3800º;2210201;São José do Piauí; Piauí;6 700
3801º;4310439;Ipê; Rio Grande do Sul;6 689
3802º;3542008;Quintana; São Paulo;6 688
3803º;4311775;Maquiné; Rio Grande do Sul;6 681
3804º;4316758;Santa Clara do Sul; Rio Grande do Sul;6 681
3805º;3518107;Guarantã; São Paulo;6 675
3806º;4308003;Faxinal do Soturno; Rio Grande do Sul;6 663
3807º;2504504;Condado; Paraíba;6 658
3808º;1101807;Vale do Paraíso; Rondônia;6 656
3809º;2509156;Marizópolis; Paraíba;6 654
3810º;2409704;Pedro Avelino; Rio Grande do Norte;6 653
3811º;2707800;Roteiro; Alagoas;6 649
3812º;2911659;Guajeru; Bahia;6 646
3813º;3532306;Natividade da Serra; São Paulo;6 642
3814º;5219100;Santa Bárbara de Goiás; Goiás;6 634
3815º;4115309;Mariópolis; Paraná;6 632
3816º;2509396;Matureia; Paraíba;6 630
3817º;2805208;Pinhão; Sergipe;6 627
3818º;3164472;São Sebastião do Anta; Minas Gerais;6 627
3819º;2504033;Capim; Paraíba;6 620
3820º;4301701;Barão de Cotegipe; Rio Grande do Sul;6 620
3821º;3122900;Dona Euzébia; Minas Gerais;6 619
3822º;1702307;Arapoema; Tocantins;6 616
3823º;4308409;Formigueiro; Rio Grande do Sul;6 616
3824º;3146701;Palma; Minas Gerais;6 611
3825º;3130408;Ijaci; Minas Gerais;6 610
3826º;4108908;Guairaçá; Paraná;6 609
3827º;2206357;Milton Brandão; Piauí;6 608
3828º;5200555;Alto Horizonte; Goiás;6 605
3829º;4301503;Augusto Pestana; Rio Grande do Sul;6 602
3830º;2915403;Itaju do Colônia; Bahia;6 596
3831º;4206108;Grão-Pará; Santa Catarina;6 595
3832º;3129202;Heliodora; Minas Gerais;6 591
3833º;4312450;Morro Redondo; Rio Grande do Sul;6 589
3834º;2513208;Santa Cruz; Paraíba;6 581
3835º;2100105;Afonso Cunha; Maranhão;6 578
3836º;2511608;Pilões; Paraíba;6 576
3837º;5207535;Faina; Goiás;6 576
3838º;4314076;Passo do Sobrado; Rio Grande do Sul;6 574
3839º;3128600;Guarda-Mor; Minas Gerais;6 569
3840º;2401859;Caiçara do Norte; Rio Grande do Norte;6 561
3841º;4200606;Águas Mornas; Santa Catarina;6 559
3842º;2206902;Novo Oriente do Piauí; Piauí;6 556
3843º;2922755;Nova Ibiá; Bahia;6 554
3844º;3139250;Mamonas; Minas Gerais;6 554
3845º;2309904;Pacujá; Ceará;6 549
3846º;4111001;Itambaracá; Paraná;6 549
3847º;3523701;Itirapuã; São Paulo;6 543
3848º;3534104;Oriente; São Paulo;6 542
3849º;5007802;Selvíria; Mato Grosso do Sul;6 542
3850º;2513158;Santa Cecília; Paraíba;6 541
3851º;4320552;Sertão Santana; Rio Grande do Sul;6 537
3852º;2505600;Diamante; Paraíba;6 528
3853º;2410256;Porto do Mangue; Rio Grande do Norte;6 522
3854º;3161205;São Francisco de Paula; Minas Gerais;6 520
3855º;2202752;Colônia do Gurgueia; Piauí;6 516
3856º;4200507;Águas de Chapecó; Santa Catarina;6 515
3857º;4313102;Nova Palma; Rio Grande do Sul;6 515
3858º;4312476;Morro Reuter; Rio Grande do Sul;6 513
3859º;3536109;Pardinho; São Paulo;6 508
3860º;3138104;Lassance; Minas Gerais;6 503
3861º;2804706;Nossa Senhora de Lourdes; Sergipe;6 496
3862º;3535705;Paraíso; São Paulo;6 496
3863º;1718758;Rio Sono; Tocantins;6 488
3864º;2904803;Caatiba; Bahia;6 488
3865º;3516606;Gália; São Paulo;6 482
3866º;3170578;Vargem Alegre; Minas Gerais;6 470
3867º;2502904;Brejo dos Santos; Paraíba;6 464
3868º;2510402;Olho d'Água; Paraíba;6 462
3869º;4311254;Lagoão; Rio Grande do Sul;6 461
3870º;4108205;Formosa do Oeste; Paraná;6 460
3871º;3107505;Bom Jardim de Minas; Minas Gerais;6 459
3872º;2413003;São Vicente; Rio Grande do Norte;6 450
3873º;2206050;Massapê do Piauí; Piauí;6 449
3874º;3141504;Mendes Pimentel; Minas Gerais;6 446
3875º;2209401;Santo Antônio de Lisboa; Piauí;6 441
3876º;5219738;Santo Antônio de Goiás; Goiás;6 440
3877º;4103305;Borrazópolis; Paraná;6 439
3878º;2311231;Potiretama; Ceará;6 437
3879º;2915908;Itanagra; Bahia;6 436
3880º;2209005;Rio Grande do Piauí; Piauí;6 433
3881º;3163508;São José do Jacuri; Minas Gerais;6 431
3882º;2201945;Boqueirão do Piauí; Piauí;6 426
3883º;3168903;Tiros; Minas Gerais;6 424
3884º;3146255;Padre Carvalho; Minas Gerais;6 423
3885º;2209708;São Francisco do Piauí; Piauí;6 420
3886º;3544806;Sales; São Paulo;6 407
3887º;2207777;Patos do Piauí; Piauí;6 406
3888º;4303608;Cambará do Sul; Rio Grande do Sul;6 406
3889º;4216255;São João do Oeste; Santa Catarina;6 402
3890º;3555356;Ubarana; São Paulo;6 400
3891º;3150604;Piracema; Minas Gerais;6 398
3892º;3157658;Santa Helena de Minas; Minas Gerais;6 386
3893º;3119955;Córrego Fundo; Minas Gerais;6 382
3894º;2514305;São José de Caiana; Paraíba;6 376
3895º;2210300;São Julião; Piauí;6 371
3896º;4109757;Ibema; Paraná;6 370
3897º;3503109;Arandu; São Paulo;6 365
3898º;4103040;Boa Ventura de São Roque; Paraná;6 365
3899º;4316956;Santa Maria do Herval; Rio Grande do Sul;6 364
3900º;4202131;Bela Vista do Toldo; Santa Catarina;6 362
3901º;3165503;Sardoá; Minas Gerais;6 361
3902º;2505238;Cuité de Mamanguape; Paraíba;6 356
3903º;3150703;Pirajuba; Minas Gerais;6 348
3904º;3552007;Silveiras; São Paulo;6 339
3905º;4100905;Amaporã; Paraná;6 332
3906º;3552908;Taciba; São Paulo;6 329
3907º;4219200;Vidal Ramos; Santa Catarina;6 329
3908º;4119202;Pinhalão; Paraná;6 324
3909º;3553104;Taiaçu; São Paulo;6 320
3910º;3131000;Inhaúma; Minas Gerais;6 312
3911º;5222203;Vila Boa; Goiás;6 312
3912º;2301802;Baixio; Ceará;6 303
3913º;3169109;Toledo; Minas Gerais;6 297
3914º;3519204;Iacri; São Paulo;6 295
3915º;3108503;Botumirim; Minas Gerais;6 288
3916º;4119004;Pérola d'Oeste; Paraná;6 288
3917º;2927804;Santa Cruz da Vitória; Bahia;6 278
3918º;3161304;São Francisco de Sales; Minas Gerais;6 274
3919º;1100601;Cacaulândia; Rondônia;6 269
3920º;5219902;São Francisco de Goiás; Goiás;6 267
3921º;2104701;Graça Aranha; Maranhão;6 261
3922º;3138674;Luisburgo; Minas Gerais;6 258
3923º;3115458;Catuji; Minas Gerais;6 257
3924º;2209203;Santa Filomena; Piauí;6 254
3925º;3167400;Silvianópolis; Minas Gerais;6 248
3926º;2209104;Santa Cruz do Piauí; Piauí;6 247
3927º;4207403;Imbuia; Santa Catarina;6 241
3928º;4315156;Progresso; Rio Grande do Sul;6 239
3929º;3547007;Santa Maria da Serra; São Paulo;6 236
3930º;5209937;Inaciolândia; Goiás;6 235
3931º;2913309;Ichu; Bahia;6 220
3932º;1507466;São João da Ponta; Pará;6 217
3933º;1100296;Santa Luzia d'Oeste; Rondônia;6 216
3934º;3512100;Colômbia; São Paulo;6 216
3935º;2201739;Betânia do Piauí; Piauí;6 210
3936º;2412104;São João do Sabugi; Rio Grande do Norte;6 207
3937º;4302501;Bossoroca; Rio Grande do Sul;6 205
3938º;4214409;Rio das Antas; Santa Catarina;6 202
3939º;4301651;Barão; Rio Grande do Sul;6 202
3940º;1101450;Parecis; Rondônia;6 198
3941º;3167806;Soledade de Minas; Minas Gerais;6 189
3942º;4300901;Aratiba; Rio Grande do Sul;6 189
3943º;5105234;Lambari d'Oeste; Mato Grosso;6 186
3944º;5002803;Caracol; Mato Grosso do Sul;6 182
3945º;2413508;Serrinha; Rio Grande do Norte;6 178
3946º;1706506;Darcinópolis; Tocantins;6 174
3947º;3127503;Gonzaga; Minas Gerais;6 171
3948º;3145455;Olhos-d'Água; Minas Gerais;6 171
3949º;2202729;Cocal dos Alves; Piauí;6 168
3950º;5200852;Americano do Brasil; Goiás;6 164
3951º;4118857;Perobal; Paraná;6 160
3952º;4125407;São José da Boa Vista; Paraná;6 160
3953º;2933257;Vereda; Bahia;6 153
3954º;4304309;Cândido Godói; Rio Grande do Sul;6 151
3955º;2709004;Tanque d'Arca; Alagoas;6 138
3956º;3107703;Bom Jesus do Amparo; Minas Gerais;6 133
3957º;1715705;Palmeirante; Tocantins;6 131
3958º;4203105;Caibi; Santa Catarina;6 130
3959º;3500758;Alambari; São Paulo;6 129
3960º;3512506;Coroados; São Paulo;6 129
3961º;4208005;Itá; Santa Catarina;6 129
3962º;2413102;Senador Elói de Souza; Rio Grande do Norte;6 127
3963º;4311627;Lindolfo Collor; Rio Grande do Sul;6 125
3964º;2209906;São João da Serra; Piauí;6 122
3965º;2512721;Pedro Régis; Paraíba;6 114
3966º;3539905;Poloni; São Paulo;6 113
3967º;3536802;Pedra Bela; São Paulo;6 110
3968º;3500550;Águas de Santa Bárbara; São Paulo;6 109
3969º;4111100;Itambé; Paraná;6 109
3970º;4310405;Independência; Rio Grande do Sul;6 109
3971º;5008404;Vicentina; Mato Grosso do Sul;6 109
3972º;2502607;Igaracy; Paraíba;6 105
3973º;1600212;Cutias; Amapá;6 101
3974º;3146552;Pai Pedro; Minas Gerais;6 094
3975º;2101939;Bernardo do Mearim; Maranhão;6 073
3976º;2515906;Serraria; Paraíba;6 068
3977º;4300505;Alpestre; Rio Grande do Sul;6 067
3978º;2501708;Barra de São Miguel; Paraíba;6 065
3979º;2209872;São João da Fronteira; Piauí;6 064
3980º;3514700;Echaporã; São Paulo;6 064
3981º;3134103;Itueta; Minas Gerais;6 063
3982º;3509452;Campina do Monte Alegre; São Paulo;6 057
3983º;2403400;Equador; Rio Grande do Norte;6 054
3984º;5003108;Corguinho; Mato Grosso do Sul;6 054
3985º;4305124;Cerrito; Rio Grande do Sul;6 047
3986º;2503803;Caldas Brandão; Paraíba;6 046
3987º;3537701;Piacatu; São Paulo;6 038
3988º;2503902;Camalaú; Paraíba;6 031
3989º;3122405;Divisa Nova; Minas Gerais;6 025
3990º;5211701;Jandaia; Goiás;6 025
3991º;3545704;Santa Albertina; São Paulo;6 022
3992º;2614402;Solidão; Pernambuco;6 021
3993º;2414159;Tenente Laurentino Cruz; Rio Grande do Norte;6 019
3994º;4117453;Ouro Verde do Oeste; Paraná;6 016
3995º;1507755;Sapucaia; Pará;6 009
3996º;3147956;Patis; Minas Gerais;6 002
3997º;3134301;Itumirim; Minas Gerais;6 000
3998º;2514453;São José dos Ramos; Paraíba;5 998
3999º;2403707;Felipe Guerra; Rio Grande do Norte;5 997
4000º;3143807;Munhoz; Minas Gerais;5 994
4001º;4108320;Francisco Alves; Paraná;5 993
4002º;5209150;Gouvelândia; Goiás;5 988
4003º;4107306;Doutor Camargo; Paraná;5 983
4004º;3120300;Cristália; Minas Gerais;5 982
4005º;3501806;Américo de Campos; São Paulo;5 981
4006º;4322541;Vale Real; Rio Grande do Sul;5 981
4007º;2918605;Jussiape; Bahia;5 976
4008º;3101201;Aiuruoca; Minas Gerais;5 976
4009º;5003504;Douradina; Mato Grosso do Sul;5 975
4010º;2202133;Campo Grande do Piauí; Piauí;5 965
4011º;4300703;Anta Gorda; Rio Grande do Sul;5 961
4012º;2109056;Porto Rico do Maranhão; Maranhão;5 955
4013º;3528700;Marabá Paulista; São Paulo;5 948
4014º;2406007;José da Penha; Rio Grande do Norte;5 946
4015º;3509106;Caiuá; São Paulo;5 946
4016º;3533254;Novais; São Paulo;5 945
